ID,hft_ix_s93,hft_ix_s09,urb_pc_sse
72617.0,98.0,72.0,0.0
72729.0,147.375,158.875,14.375
72552.0,116.57142857142857,123.42857142857143,4.428571428571429
72605.0,63.857142857142854,46.57142857142857,0.5714285714285714
72584.0,86.5,66.5,2.0
72585.0,93.33333333333333,70.66666666666667,1.3333333333333333
72588.0,111.57142857142857,91.57142857142857,3.0
72592.0,117.5,83.0,2.0
72559.0,84.5,71.33333333333333,0.0
,205.0,279.0,9.0
72610.0,77.5,53.0,0.0
72603.0,72.125,47.5,0.375
