,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88
90,[0.30747125471897185],[0.26370432792947895],[0.21649711918786493],[0.2131069195144958],[0.27033545337754394],[0.20165402358907528],[0.4003024643012797],[0.3005033210740492],[0.16543481924641049],[0.3153930848665101],[0.23793924610076686],[0.25514199524898057],[0.1279105787370632],[0.20649488961273904],[0.27509268988744906],[0.26788593105615843],[0.2278626180643557],[0.2572825737931881],[0.27113330765365007],[0.2298500692522196],[0.2772479477769231],[0.2052843286042572],[0.32872119622437296],[0.29468186513971706],[0.3198803125329453],[0.17668923007872925],[0.2505993956435227],[0.3533391885695332],[0.2596828084545383],[0.18718474666667495],"[0.0, 0.3813442238174636]",[0.19241560781364753],[0.2525790935550789],[0.36581957395280956],[0.2708138919379884],[0.2828525676922511],"[0.0, 0.24579776144911467]",[0.29313560921911075],[0.31603430691355167],[0.32353271180370663],[0.2771760422673616],[0.46819397911878463],"[0.2687119317529675, 0.2794601084762504]",[0.3015767124138577],[0.27135462385550047],[0.258103735715003],[0.2262323387948594],[0.2878311840557444],[0.2551466477801852],[0.3765485031077425],[0.32084467845099823],[0.3871498672753087],[0.4395051481035551],[0.3745934367221366],[0.3331151442451002],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,[0.5944737366944841],[0.4154488949851406],[0.4274632043678812],[0.4170326468974842],[0.4099221926279432],[0.4466622418444098],[0.4943608625107472],[0.468531425419886],[0.41732265696115933],[0.4980639008673878],[0.4267954306654095],[0.5171752827465815],[0.47232467852817267],[0.40266494934939595],[0.4143928661962286],[0.382545235638115],[0.5009386646882183],[0.41530431445670124],[0.48814589647796647],[0.37394783100047924],[0.23462691472645855],[0.49894946429562603],[0.40409126665745865],[0.433810171238294],[0.40410413424396274],[0.46283635788616173],[0.42613394236557844],[0.5515242570498772],[0.4448138491898889],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,[0.34379394999366125],[0.30913303235423994],[0.30167674578347586],[0.3639416067175937],[0.3068214441603592],[0.30676432784848906],"[0.2658965458726878, 0.5681249497549201]",[0.22455950217963547],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,[0.6904328185329393],[0.6812702939158537],[0.6512854761960222],[0.6629948065526428],[0.6569577452538204],[0.7127465091756816],[0.6592171181551698],[0.6666876263825385],[0.6369180613716249],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,[0.11994080220742928],[0.06215831575015525],[0.10054884588986059],[0.09602172818929519],[0.13937308468871923],[0.1008096522265204],[0.09775779074769853],[0.10855517409801244],[0.15181737970314665],[0.16896263229147557],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,[0.7882300218984335],[0.5109935487316465],[0.49437717038757334],[0.47600535007602945],[0.5724300650482129],[0.5425874797428188],[0.5705239294827641],[0.474258131998059],[0.538815814248734],[0.5460131212691415],[0.4759793308816765],[0.5064348422864406],"[0.3230384365212567, 0.657565318098951]",[0.5387278612988586],[0.4261077687136794],[0.4774122704197217],[0.4850248445322967],[0.5398517063669587],[0.5886064804473775],[0.492807582988816],[0.5576049216959676],[0.4628225248300894],[0.5265758239370352],[0.4487819972322161],[0.4708903592076963],[0.5009764433674998],[0.40024737394837273],[0.47788538407652],[0.5714315714432029],[0.4795732938090945],[0.6016148998792792],[0.6434094100198795],[0.4879722622874974],[0.47337412412181923],[0.49779363725271997],[0.4803465708333926],[0.5655148535932262],[0.4625963555989687],[0.4972313851755258],[0.47741842467233153],[0.5266249088083633],[0.43511244066119814],[0.5132981920956178],[0.5383836736134012],[0.4293455963514263],[0.5332928608657758],[0.39667740761066506],[0.5228938145511065],[0.5219073856789248],[0.5146412687327452],[0.5107159563844643],[0.5307351777993402],[0.42126919833748355],[0.4846920032192368],[0.4282059127704901],[0.5386847684537441],[0.4894698530791941],[0.5535785513107182],[0.5109322692518682],[0.5165047486690237],[0.5260094382575103],[0.4629490215263385],[0.4833929658646141],[0.5430253614466072],[0.5040256549042407],[0.5345171850911584],[0.4458417834791828],[0.5735431997248418],[0.4970137250101808],[0.48483977154809416],[0.5147317204642441],[0.4675756566134107],[0.43564799115664066],[0.4914685577592903],[0.5425185675857058],[0.5602515201650486],[0.6020737906612484],[0.4719843727258412],[0.4974096405831225],[0.5269803384939414],[0.5072977833924887],[0.4520682264107765],[0.4505737649662902],[0.47382554477262795],[0.4807302254126743],[0.5515839508534589],[0.5540945496708848],[0.5259645083549018],[0.5587639418303545]
96,[0.7953069475383968],[0.7917572943108839],[0.7476800105972449],[0.7917650910324779],[0.7178473002706732],[0.6761976928921873],[0.8021548352883073],[0.8128635500316591],[0.7138581399247615],[0.7460728209408409],[0.7289076668434169],[0.6727430044583952],[0.6103501773488983],[0.6843722457536887],[0.750747212264447],[0.6822270596817842],[0.6760139805008303],[0.6108058433500699],[0.7181790310265713],[0.6729713914581055],[0.7920244226907589],[0.815254870634664],[0.8070022995561771],[0.8017529317204403],[0.7848947118213386],[0.8271815378176384],[0.8066617566961876],[0.844051758084877],[0.7937857690652992],[0.7789166606236492],[0.8027700280660303],[0.8268269114855336],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,[0.19507457048818433],[0.11309651428050417],[0.19462687189334205],[0.16013226241736542],[0.19279008431701372],[0.1432056586734251],[0.11024997695752639],[0.19121952549009685],[0.1482654247880245],[0.16721782496691007],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,[0.6707935282606957],[0.6776852361690772],[0.695320528197142],[0.6849672619907661],[0.6704617645952201],[0.640562163440011],[0.6711444366445494],[0.6981728925501066],[0.6259080852669177],[0.6683629557406223],[0.6107327525352618],[0.7055119493464749],[0.649658808722289],[0.6806639251419975],[0.6860401339542362],[0.6566399375940378],[0.6419512819527577],[0.6778835961739851],[0.6405747464059106],[0.6484267846404956],[0.6542922444755077],[0.6395714359958881],[0.6919826768132954],[0.6816996347212815],[0.6514381541078024],[0.6542210952289528],[0.6466241483837332],[0.7153897678549345],[0.659244327255327],[0.6221764132820417],[0.641974741696587],[0.6569797296191644],[0.6450345461055008],[0.6490240955476815],[0.6907157215852192],[0.6678448356987423],[0.6498637533056243],[0.652132478239049],[0.6526653561941225],[0.6404459651962884],[0.6342926225647052],[0.6115122505613773],[0.6963219086502939],[0.6420859398052932],[0.6278486133230421],[0.6479960213768766],[0.6543369768990449],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,[0.6567957551917707],[0.6385864495009212],[0.6651619919294097],[0.6371645258820126],[0.5718553667121969],[0.5631382067276186],[0.6288653373876816],[0.6463230058246668],[0.6374617578325655],[0.6329295865654092],[0.6424507686311128],[0.660659136884343],[0.6900450392514472],[0.6385532351080321],[0.5434703149386844],[0.6059184156498061],[0.6390116635759422],[0.5743072884123032],[0.6156754814338041],[0.5727491390665571],[0.6344011990253134],[0.5817054081519],[0.5572315662947561],"[0.5980938497774652, 0.6926946340590193]","[0.6137243808698832, 0.7242628064242658]",[0.5882249574758135],[0.6106511587475508],[0.6411921859348974],[0.6204218946975827],[0.6064855959537767],[0.6785253699496848],[0.675972220248207],[0.5636010990949827],[0.5573102961469226],[0.6391752556892394],[0.6681702342107186],[0.600926443580728],[0.5741292151283208],[0.6180887879816486],[0.5971423939315382],[0.5524078210264789],[0.589461160212522],[0.50610481688994],[0.5692859980238133],[0.6435973935549877],[0.6322020482403772],[0.6126596038433004],[0.5974834534065269],[0.5606955084096137],[0.5696416146755391],[0.5952162160086321],[0.6379829018976123],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,[0.022817122822142707],[0.082285320700699],[0.06284215495932675],[0.03665542278656401],[0.08714097504969111],[0.0047579574759061185],[0.09815869986566764],[0.038136332107343004],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,[0.4031813480738345],[0.3719465017066805],[0.41017587116302273],[0.4239651747814095],[0.43586500032452247],[0.41598625597642963],[0.4749679114555964],[0.5288352357012069],[0.4451660456824253],[0.4145587792172777],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,[0.724022683469085],[0.7341913119729531],[0.7373007730355274],[0.768569422175034],[0.6999964802933217],[0.7284691369570282],[0.6658333140398193],[0.7526431259647564],[0.7336635187928796],[0.7142324771162927],[0.7577564480328066],[0.7170768780872064],[0.7396302383849088],[0.7159563030523453],[0.7267538378152056],[0.7239756939554887],[0.734740619158668],[0.7133719636623176],[0.7248153545412109],[0.6902614506831584],[0.7192516134907271],[0.6869238905361076],[0.6986660591317985],[0.7180431718779666],[0.6859069027649102],[0.7292087875017627],[0.7101171914884885],[0.70199521266209],[0.7265921697900353],"[0.8030487297028788, 0.7442561229016724]",[0.7553661950125445],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,[0.7522323577601292],[0.7585204508781542],[0.7661826712868763],[0.7480321073341821],[0.7730647503947065],[0.7645017013605657],[0.7054473083791394],[0.7616253049670945],[0.7323683363820749],[0.7404821254259203],[0.7761016711254191],[0.8059036898793888],[0.8324732110206284],[0.7966284932174317],[0.803497527931906],[0.8349795866290675],[0.7998615079637085],[0.8263963642867],[0.8143181472188685],[0.8273479360575893],[0.7745520887604542],[0.795186770255299],[0.8054141184325703],[0.8343873746523001],[0.8129200387933042],[0.8510157748410323],[0.8096174549876709],[0.8343714446534983],[0.8533861911649366],[0.7852736589433535],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,[0.4509559351231032],[0.23913659755495462],[0.0],[0.5213252884330757],[0.664622642642747],[0.30679642545602087],[0.13535094215524204],[0.22523849856009184],[0.3426562206521202],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,[0.19294327089952087],[0.1677226163106802],[0.306336735984624],[0.42499598170983055],[0.366466785158401],[0.37008678764758024],[0.42833601132482246],[0.39357237684493396],[0.3602689579768484],[0.288044933087251],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,[0.7545325721955478],[0.6510201129832971],[0.6804470250016923],[0.6504070171125975],[0.7089127240982637],[0.65719007398113],[0.6869410301226194],[0.6221889294344055],[0.7077444461651926],[0.6986878792020539],[0.6759242924659479],[0.6858878459128241],[0.6906882455292078],[0.6488559919725384],[0.6475562289609931],[0.6587825346852877],[0.647615248897161],[0.765907087362624],[0.69950677590526],[0.7090981405481505],[0.6518594917327284],[0.7015648887116485],[0.70029717249827],[0.6960828487042807],[0.6614399033901026],[0.7126420301653202],[0.6915026789398102],[0.690452032723965],[0.7549434446730013],[0.6716561250967393],[0.6748062368180953],[0.6240523475952036],[0.695616181199123],[0.6884042768189466],[0.7196346729547882],[0.693493439158012],[0.7149915349073694],"[0.828559104047894, 0.677418606447687]",[0.6625913932583971],[0.6753104687306336],[0.6906086109886459],[0.6854743568717422],[0.7367053652579606],[0.6949326369078269],[0.7703186432955133],[0.716366491552694],[0.7196794627256539],[0.69691624797759],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,[0.38105339398936516],[0.4863408222589011],[0.393003695275497],[0.39014001297981604],[0.4261742938461774],[0.48190465879303757],[0.358323362703704],[0.4268957662044888],[0.41295605400491847],[0.45289288116894105],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,[0.40674736549953006],[0.41145252395403387],[0.3939502393946694],[0.522520365666096],[0.4992329738114408],[0.7894835907362755],[0.40312945074938067],[0.4699772920765145],[0.412353721211961],[0.4534727641638175],[0.4307591482948379],[0.39020563346390474],[0.41905895989575703],[0.35112433495654505],[0.4113960162354125],[0.3458684064268329],[0.3983665821310814],[0.3060466460357805],[0.3915249652603212],[0.5084393882106932],[0.4562458314904064],[0.4965552475415325],[0.46095271876923943],[0.5047990935940055],[0.4414335524884717],[0.43293317179627555],[0.3868094538800972],[0.4038724667309833],[0.41089046103046745],[0.3258423172420735],[0.39456485774644323],[0.5028277890680186],[0.42353467234925357],[0.36531792660685275],[0.38500425764338586],[0.3486222680815236],[0.2948744968717109],[0.4021166057635287],[0.40808581708779323],[0.373694799571087],[0.3861596308739539],[0.3639588018309865],"[0.33678483933222886, 0.4767932206132091]",[0.4648003628320408],"[0.5319812877888666, 0.5893576856468811]",[0.4302413424800989],"[0.4182988202014615, 0.610017497362916]",[0.33445845882388464],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,[0.5417397855103627],[0.5392021512025426],[0.3961327827514176],[0.5343339173451651],[0.5391925330259548],[0.4715451940754436],[0.5160458843740552],[0.5577151780540185],[0.5480202566338143],[0.520125782125683],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,[0.5491034969228823],[0.6546935898417492],[0.6196582224841817],[0.6567631590365018],[0.6145062931419006],[0.6409799854493394],[0.6407901986769484],[0.6721224243815797],[0.6450714933573718],[0.6278770510271572],[0.7165519050108853],[0.6660710929449312],[0.6494515821966852],[0.6266261214397028],[0.6515479043412804],[0.6182262214397048],[0.6404062776696411],[0.6278050138174492],[0.6554097022974152],[0.6700761482652335],[0.6278106802036556],[0.6731042698557628],[0.6517796948236808],[0.6279002046286368],[0.6582624348906978],[0.6124451587359705],[0.6264946239914444],[0.6546529756030682],[0.6526148031469929],[0.6602558302386929],[0.6548668989517198],[0.6714291073612473],[0.6458532605252864],[0.5747209724479707],[0.6712034225181638],[0.5759391232738909],[0.6737703816262995],[0.608590397906395],[0.6921425926491573],[0.6523786473296562],[0.6034086211228515],[0.6408168138845161],[0.6881652471007762],[0.6557297593658451],[0.6487273514356107],[0.6348941339478253],[0.6489936332972618],[0.6561188467668762],[0.6669222890211282],[0.6583310172214952],[0.672436934700921],[0.6922233931786514],[0.6488782989384972],[0.7002700996244025],[0.609163322549501],[0.6667194046051552],[0.6339182108020693],[0.6340437420186645],[0.654043780745832],[0.6741178256621834],[0.6853835840930653],[0.641354975113739],,,,,,,,,,,,,,,,,,,,,,,,,,,
111,[0.5944391287369358],[0.6285654639623661],[0.6016789006189138],[0.6125040666891345],[0.5443218243230209],[0.5756464365549544],[0.5774911864015568],[0.5922528417136844],[0.5719223757987233],[0.5374260375379448],[0.5840263230913635],[0.5848247290666931],[0.5799586913887835],[0.5535795332495044],[0.5868001136173219],[0.6067683728408952],[0.5797667247594547],[0.6114415849954784],[0.5999129409210712],[0.5670296693240253],[0.5407092450583596],[0.5973337782883422],[0.6334096923326638],[0.5721857538201836],[0.5444660215744391],[0.6103080301828883],[0.5738000954630682],[0.5608531617647351],[0.5671769236783557],[0.5331001156086402],[0.5876348194011017],[0.5938863737730392],[0.5903866364575627],[0.6138772957503195],[0.580282032750635],[0.5605420992742653],[0.5516841586047165],[0.5627562317956165],[0.6232180412562931],[0.60069941840184],[0.6095858705594975],[0.6104645286256186],[0.5860909431369572],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,[0.0],[0.03051406085078658],[0.05285220834332817],[0.0],[0.001008479804873625],[0.012745288085118149],[0.08111089455987697],[0.0],"[0.0, 0.0]",[0.0],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,[0.6784127758077975],[0.7777510005982402],[0.8311838162007624],[0.8151652104613294],[0.8850848176671721],[0.8047967018833556],[0.8179676090836461],[0.8735591177051885],[0.8371977637554625],[0.8548372574187506],[0.862028151136506],[0.8603447263105574],[0.8863573783502029],[0.838561687298929],[0.8664741072544396],[0.8915586569307775],[0.8793515231486723],[0.8157616666236795],[0.8015548681669794],[0.8932721865088675],[0.8729258539942885],[0.8027137866708941],[0.8935669856182685],[0.8886298908965536],[0.8910864576594414],[0.8612151086413004],[0.8815416548051572],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,[0.742507332131929],[0.7995863852856538],[0.7568731869676951],[0.7835772075183087],[0.8265948314068179],[0.8168346021855479],[0.7662459975155947],[0.7883321984517441],[0.7842694135653477],[0.8187175362239517],[0.7976356727501661],[0.7997559317624183],[0.793587944191982],[0.8091824289918123],[0.8216354489242661],[0.8176201445038753],[0.7731085685781572],[0.8105004717421549],[0.8137647116912008],[0.8191553760407798],[0.8577206609743964],"[0.7168474218545324, 0.7956851445443915]",[0.8379679120802098],[0.8520561641304368],[0.8364743262028215],[0.8187185910694158],[0.8718530763591735],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,[0.3437460717212629],[0.35299080651325493],[0.2781642367279304],[0.24992965068113981],[0.32641207410865397],[0.33272321608573113],[0.23367334694569245],[0.23957763534086812],[0.2223268424138993],[0.31637576800456496],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,[0.5606875677180254],[0.5380759143039914],[0.5404439050062586],[0.5353660443948096],[0.49987286074466825],[0.5714978930938277],[0.602263583157702],"[0.13885115964336925, 0.05852345688925428, 0.698757689103523, 0.21954625663792032, 0.5915745431368931, 0.13876737353087987, 0.47622167952473066, 0.759083231434542]","[0.14114428512620303, 0.058179914144969674, 0.6323950135508603, 0.32231310954361414, 0.6198730567904588, 0.13275010075406768, 0.7471978605788638, 0.7367013120769327]","[0.13614594135696906, 0.057448193168810426, 0.7128743665775041, 0.272940894266462, 0.5374440155769783, 0.1311895853464148, 0.6490257930329952, 0.26033263931747763]",[0.6027400022270181],[0.6167535053980263],[0.5943781924842635],[0.5579934755172605],[0.6071454143831561],[0.6286698772097294],[0.6149566925310233],[0.65795387296208],[0.6539894508102887],[0.6292738733126148],[0.5693531615927783],[0.6177572632493018],[0.600008623367458],[0.6479459922552566],[0.6067606140255282],[0.6869387457292103],"[0.7461760877652963, 0.6088605172483785]",[0.6703341616242631],[0.5993808525826498],[0.5869181684768993],[0.647252387934026],[0.6383068584185574],[0.6238008157382627],[0.5980797552297517],[0.623232108734111],[0.6666772246009549],[0.6403728733345297],[0.666932536581606],[0.6692831090573338],[0.6614212341219621],[0.6797763497854014],[0.630561254999517],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,[0.4548319478435554],[0.6775362810737493],[0.5568160248612714],[0.46365567333680663],[0.5792046648520378],[0.6077610057741909],[0.5781790366868939],[0.6150541903457043],[0.5082864288070938],[0.40371573523231064],[0.5879794412854161],[0.5201814758592366],[0.7002511802028484],[0.5637336328362245],[0.6243320289431665],[0.5660406590815837],[0.6589038548364067],[0.4801903646783614],[0.5839594540493658],[0.7044004542854967],[0.6546118369533828],[0.6604467041603865],[0.5385061717832968],[0.5456055231377192],[0.5731639992519013],[0.6700827181466973],[0.5016637173140017],[0.6510752582841396],[0.6702189827121378],[0.5854678242426274],[0.6583224365675444],[0.5409687120923419],[0.5340742991855603],[0.5977104681343378],[0.6811640170089056],[0.6324310297350796],[0.6863147011626269],[0.5812128556582545],[0.6859566738387268],[0.479310382623475],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,[0.388963818172263],[0.21899117888262146],[0.3890426146694051],[0.3290928014477933],[0.37850395960051003],[0.2753100555404238],[0.3541535760870458],[0.3608970191801658],"[0.2818352763030011, 0.6185887971135401]",[0.3063257825152485],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,[0.6254181502149987],[0.5480654209537951],[0.5965519902662749],[0.5314228132391127],[0.40746296732340415],[0.4880979564092464],"[0.0, 0.5636462448358726]",[0.6536267098516408],[0.5666718910764551],[0.5680996828386458],[0.5740340209050587],[0.5995954829250769],[0.6827481168967667],[0.5793060700946101],[0.5422233206588215],[0.5594108819269202],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,[0.5775063529447385],[0.575454752612702],[0.6275024034744501],[0.5689906846863603],[0.6141918944513163],[0.6485188661445466],[0.6814927294528276],[0.6592336910489953],[0.6773600616907428],[0.6379253725927444],[0.694268604938191],[0.6506998193698937],[0.6331218561978097],[0.7622795118744501],[0.6983927647084576],[0.7206199138496128],[0.6997246024751665],[0.7007786003944385],[0.7052575682343348],[0.6993194100292274],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,[0.4510048476873097],[0.4098479229719559],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,[0.7843122381686501],[0.6769895537584742],[0.6462463788173729],[0.6881902310318697],[0.6617669181079784],[0.7084972942084197],[0.7348512433108042],[0.7250901262959628],[0.7662152449266512],[0.7409804083685404],[0.7076514812147982],[0.8084289581571942],[0.7501493320897261],[0.7095359883467899],[0.7599810845055642],[0.7773048761359014],[0.7361060127813721],[0.7360846435516964],[0.7073698561895008],[0.7637290462633024],[0.6952501623015519],[0.7318471357662778],[0.6729480422014718],[0.7363069644390862],[0.6679105517403812],[0.6212460346353398],[0.6477221469670129],[0.663952013332208],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,[0.5893345335800496],[0.6017003149758378],[0.6069778779343648],[0.5589902647794244],[0.5646586229953413],[0.5395718065778167],[0.5099761488957759],[0.5606014873117887],[0.6015058681174749],[0.5483908604370676],[0.5785139556451843],[0.5366639646154818],[0.5250135940652239],[0.5544438426376949],[0.5565017788656869],[0.5439039527309855],[0.5676179865515185],[0.5712956697093939],[0.5642580994562204],[0.5145424258810942],[0.5077263654002765],[0.5250261027329007],[0.5399961017545235],[0.5605969407592668],[0.5450077950155507],[0.588461441672829],[0.5842227466953898],"[0.5405984549268427, 0.14499096637736883]",[0.4980754706453274],[0.5119162192375903],[0.5660159335608786],[0.5345895190698039],[0.5192078369959499],[0.55508287308775],[0.5203644514039677],[0.5123688165772021],[0.5538550842232026],[0.6002494579482112],[0.6034055635290316],[0.5883417039380742],[0.5609255607972111],[0.5560766384984522],[0.5842384428569984],[0.542695914707226],[0.5339743893961941],[0.5570702846974699],[0.6214809206285201],[0.5986083294138467],[0.6128983603803532],[0.5617634338487427],[0.5647623187654354],[0.5204879095340221],[0.5229667374338045],[0.6190458852130043],[0.5694634623782531],[0.583942567710953],[0.5556236205210711],[0.5635830575209065],[0.5903676053475184],[0.5836944878699661],[0.568246464852222],[0.5438628815492612],[0.6209889679995146],[0.5668295937346305],[0.5876579376832415],[0.6274099983850779],[0.5298350758263128],[0.5536639465210154],[0.6019328199909514],[0.5735148563321559],[0.6310211280135346],[0.5612745495097915],[0.6231557400978469],[0.5950367619968548],[0.5966645941691124],[0.5991336172257302],[0.6314273661616572],,,,,,,,,,,,
124,[0.6499582620403231],[0.6732187832903508],[0.7415520724701599],[0.6945877658359153],[0.6925448615090651],[0.7310631987153523],[0.6981297387689892],[0.6695404875506195],[0.7086490178465251],[0.6967905013287815],[0.6616685206137538],[0.6776141225816764],[0.6662486938224038],[0.6597890902110745],[0.6781639918714206],[0.6736616089668146],[0.6565512357969453],"[0.6640945380543438, 0.6296527780911831]",[0.6591602357203862],[0.7070665564071755],[0.673407574789492],[0.6623439351811722],[0.6392242296995763],[0.6904225301051305],[0.6425872593309618],[0.6585387103840552],[0.6746750229303831],[0.645906062726265],[0.711935071115191],[0.6393445280046426],[0.6913581622006082],[0.6679360467874],[0.6472083008823609],[0.6726641369771099],[0.7462885174476559],[0.7444970277265005],[0.805024996201727],[0.7816302104527737],[0.8074157849613494],[0.753761728141587],[0.6946292056851537],[0.7449419702236767],[0.7827602790251175],[0.735915392795519],[0.753050013119643],[0.7881522169834833],[0.7223910281603433],[0.6744044774684493],[0.7527530816328105],[0.6686767529190532],[0.7919747558156361],[0.7539080544110782],[0.7402328024335513],[0.7445503177653349],[0.7367549451501483],[0.637694395880306],[0.7338433522406793],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,[0.6104879947942922],[0.5354246255434573],[0.375547315920224],[0.7238057242395796],[0.6818623602095462],[0.722612345565521],[0.7320722022592796],[0.7335254244574294],[0.6657220658565463],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,[0.24679882294249442],[0.15383646252175945],[0.1409282793547084],[0.27204503258486945],[0.056985038958288894],[0.22846051982427554],[0.11710505677662407],[0.2900134722367954],[0.2841853515884009],[0.27581602271777494],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,[0.39171555672480324],[0.34602470993258677],[0.4025117272590779],[0.4031348421296912],[0.4326660489346047],[0.439625909968592],[0.4304666751928182],[0.34840179282258477],[0.32894018444286904],[0.3274499811034295],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,[0.6851957546913332],[0.7083777925440348],[0.6793774788628888],[0.6877753699594583],[0.7111153422408851],[0.6698322078271655],[0.694763301173117],[0.6990109943180739],[0.7026565887184715],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,[0.4689834911963975],[0.5080387585769064],[0.5512018547425509],[0.5235184239812581],[0.5495827219970706],[0.5963207583621642],[0.5482051001923768],[0.5748402254837989],[0.6145190253041268],[0.5732442621933179],[0.5888443392111176],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
